Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [803] ape::Material::Material() [774] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_Vector_impl::_Vector_impl() [790] std::tuple_element<0ul, std::tuple<ape::Transform*, std::default_delete<ape::Transform> > >::type& std::get<0ul, ape::Transform*, std::default_delete<ape::Transform> >(std::tuple<ape::Transform*, std::default_delete<ape::Transform> >&)
  [74] ape::Material::~Material() [775] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_Vector_impl::~_Vector_impl() [453] std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&)
   [3] ape::Renderer::end(ape::World&) [284] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_M_deallocate(ape::Sprite**, unsigned long) [944] std::tuple_element<0ul, std::pair<std::type_index const, int> >::type const& std::get<0ul, std::type_index const, int>(std::pair<std::type_index const, int> const&)
 [200] ape::Renderer::draw(ape::Sprite*) [214] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_M_get_Tp_allocator() [25] std::tuple_element<0ul, std::pair<std::type_index const, int> >::type& std::get<0ul, std::type_index const, int>(std::pair<std::type_index const, int>&)
 [233] ape::Renderer::begin() [776] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_Vector_base() [945] std::tuple_element<0ul, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::type const& std::get<0ul, int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >(std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > const&)
 [804] ape::Renderer::Renderer() [777] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::~_Vector_base() [481] std::tuple_element<0ul, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >::type& std::get<0ul, int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >(std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >&)
  [75] ape::Renderer::~Renderer() [1410] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_allocate(unsigned long) [397] std::tuple_element<0ul, std::pair<int const, int> >::type const& std::get<0ul, int const, int>(std::pair<int const, int> const&)
 [148] ape::Renderer::operator=(ape::Renderer const&) [875] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_Vector_impl::_Vector_impl() [171] std::tuple_element<0ul, std::pair<int const, int> >::type& std::get<0ul, int const, int>(std::pair<int const, int>&)
 [568] ape::Component<ape::Sprite>::Component(ape::Component<ape::Sprite> const&) [876] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_Vector_impl::~_Vector_impl() [747] std::tuple_element<1ul, std::tuple<ape::BaseComponent*, std::default_delete<ape::BaseComponent> > >::type& std::get<1ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >(std::tuple<ape::BaseComponent*, std::default_delete<ape::BaseComponent> >&)
 [499] ape::Component<ape::Sprite>::Component(ape::Component<ape::Sprite>&&) [778] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_deallocate(std::function<void (ape::Vec2i)>*, unsigned long) [1542] std::tuple_element<1ul, std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> > >::type& std::get<1ul, ape::Sprite*, std::default_delete<ape::Sprite> >(std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> >&)
 [545] ape::Component<ape::Sprite>::Component() [732] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_get_Tp_allocator() [1543] std::tuple_element<1ul, std::tuple<ape::Transform*, std::default_delete<ape::Transform> > >::type& std::get<1ul, ape::Transform*, std::default_delete<ape::Transform> >(std::tuple<ape::Transform*, std::default_delete<ape::Transform> >&)
 [569] ape::Component<ape::Transform>::Component(ape::Component<ape::Transform> const&) [877] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_Vector_base() [342] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [546] ape::Component<ape::Transform>::Component() [878] std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::~_Vector_base() [152] __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > std::copy<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
 [500] ape::Component<ape::Transform>::Component(ape::Component<ape::Transform>&&) [1411] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_allocate(unsigned long) [333] ape::Sprite** std::copy<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**>(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**)
 [174] ape::Transform::getPosition() [1412] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_impl::_Vector_impl() [322] __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
 [570] ape::Transform::setPosition(float, float) [1413] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_impl::~_Vector_impl() [946] ape::Sprite** std::copy<ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
 [571] ape::Transform::Transform(ape::Transform const&) [879] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_deallocate(std::function<void (int)>*, unsigned long) [444] ape::Sprite** std::copy<std::move_iterator<ape::Sprite**>, ape::Sprite**>(std::move_iterator<ape::Sprite**>, std::move_iterator<ape::Sprite**>, ape::Sprite**)
 [547] ape::Transform::Transform() [779] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_get_Tp_allocator() [530] float* std::copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
 [501] ape::Transform::Transform(ape::Transform&&) [1414] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_base() [615] std::remove_reference<ape::World::EntityData&>::type&& std::move<ape::World::EntityData&>(ape::World::EntityData&)
 [621] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [1415] std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::~_Vector_base() [791] std::remove_reference<ape::World::initiationFunc::{lambda(unsigned int)#1}&>::type&& std::move<ape::World::initiationFunc::{lambda(unsigned int)#1}&>(ape::World::initiationFunc::{lambda(unsigned int)#1}&)
 [664] __gnu_cxx::new_allocator<ape::World::EntityData>::deallocate(ape::World::EntityData*, unsigned long) [880] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::_Vector_impl::_Vector_impl() [638] std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
 [665] __gnu_cxx::new_allocator<ape::World::EntityData>::allocate(unsigned long, void const*) [881] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::_Vector_impl::~_Vector_impl() [422] std::remove_reference<std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >&>::type&& std::move<std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >&>(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >&)
 [118] void __gnu_cxx::new_allocator<ape::World::EntityData>::construct<ape::World::EntityData, ape::World::EntityData>(ape::World::EntityData*, ape::World::EntityData&&) [882] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::_M_deallocate(std::function<void (unsigned int)>*, unsigned long) [656] std::remove_reference<ape::BaseComponent*&>::type&& std::move<ape::BaseComponent*&>(ape::BaseComponent*&)
 [1303] __gnu_cxx::new_allocator<ape::World::EntityData>::new_allocator() [883] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::_M_get_Tp_allocator() [657] std::remove_reference<unsigned int**&>::type&& std::move<unsigned int**&>(unsigned int**&)
 [1304] __gnu_cxx::new_allocator<ape::World::EntityData>::~new_allocator() [884] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::_Vector_base() [748] std::remove_reference<std::allocator<unsigned int>&>::type&& std::move<std::allocator<unsigned int>&>(std::allocator<unsigned int>&)
 [1305] __gnu_cxx::new_allocator<ape::World::TagComponent>::new_allocator() [885] std::_Vector_base<std::function<void (unsigned int)>, std::allocator<std::function<void (unsigned int)> > >::~_Vector_base() [56] std::remove_reference<std::type_index&>::type&& std::move<std::type_index&>(std::type_index&)
 [1306] __gnu_cxx::new_allocator<ape::World::TagComponent>::~new_allocator() [512] std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [947] std::remove_reference<std::_Deque_base<unsigned int, std::allocator<unsigned int> >&>::type&& std::move<std::_Deque_base<unsigned int, std::allocator<unsigned int> >&>(std::_Deque_base<unsigned int, std::allocator<unsigned int> >&)
 [666] __gnu_cxx::new_allocator<ape::Sprite>::deallocate(ape::Sprite*, unsigned long) [886] std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [543] std::remove_reference<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&>::type&& std::move<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&)
 [667] __gnu_cxx::new_allocator<ape::Sprite>::allocate(unsigned long, void const*) [887] std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [749] std::remove_reference<std::deque<unsigned int, std::allocator<unsigned int> >&>::type&& std::move<std::deque<unsigned int, std::allocator<unsigned int> >&>(std::deque<unsigned int, std::allocator<unsigned int> >&)
 [572] void __gnu_cxx::new_allocator<ape::Sprite>::construct<ape::Sprite, ape::Sprite const&>(ape::Sprite*, ape::Sprite const&) [497] std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [792] std::remove_reference<main::{lambda(int)#1}&>::type&& std::move<main::{lambda(int)#1}&>(std::remove_reference&&)
 [1307] __gnu_cxx::new_allocator<ape::Sprite>::new_allocator() [222] std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [793] std::remove_reference<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}&>::type&& std::move<ape::Graphics::Graphics(ape::World&)::{lambda(ape::Vec2i)#1}&>(std::remove_reference&&)
 [1308] __gnu_cxx::new_allocator<ape::Sprite>::~new_allocator() [888] std::_Vector_base<float, std::allocator<float> >::_Vector_base() [658] std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&)
 [668] __gnu_cxx::new_allocator<ape::Transform>::deallocate(ape::Transform*, unsigned long) [76] std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [948] std::enable_if<std::__and_<std::is_move_constructible<ape::BaseComponent*>, std::is_move_assignable<ape::BaseComponent*> >::value, void>::type std::swap<ape::BaseComponent*>(ape::BaseComponent*&, ape::BaseComponent*&)
 [669] __gnu_cxx::new_allocator<ape::Transform>::allocate(unsigned long, void const*) [221] std::_Rb_tree_node<unsigned int>::_M_valptr() [949] std::enable_if<std::__and_<std::is_move_constructible<unsigned int**>, std::is_move_assignable<unsigned int**> >::value, void>::type std::swap<unsigned int**>(unsigned int**&, unsigned int**&)
 [573] void __gnu_cxx::new_allocator<ape::Transform>::construct<ape::Transform, ape::Transform const&>(ape::Transform*, ape::Transform const&) [244] std::_Rb_tree_node<unsigned int>::_Rb_tree_node() [750] std::enable_if<std::__and_<std::is_move_constructible<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >, std::is_move_assignable<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> > >::value, void>::type std::swap<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&)
 [1309] __gnu_cxx::new_allocator<ape::Transform>::new_allocator() [589] std::move_iterator<ape::World::EntityData*>::move_iterator(ape::World::EntityData*) [950] std::enable_if<std::__and_<std::is_move_constructible<unsigned long>, std::is_move_assignable<unsigned long> >::value, void>::type std::swap<unsigned long>(unsigned long&, unsigned long&)
 [1310] __gnu_cxx::new_allocator<ape::Transform>::~new_allocator() [513] std::move_iterator<ape::World::EntityData*>::operator++() [951] ape::Vec2i&& std::forward<ape::Vec2i>(std::remove_reference<ape::Vec2i>::type&)
 [1311] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::new_allocator() [590] std::move_iterator<ape::Sprite*>::move_iterator(ape::Sprite*) [346] ape::World::EntityData&& std::forward<ape::World::EntityData>(std::remove_reference<ape::World::EntityData>::type&)
 [1312] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::~new_allocator() [514] std::move_iterator<ape::Sprite*>::operator++() [531] ape::Sprite&& std::forward<ape::Sprite>(std::remove_reference<ape::Sprite>::type&)
 [805] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >::deallocate(std::__detail::_Hash_node<std::pair<std::type_index const, int>, false>*, unsigned long) [591] std::move_iterator<ape::Transform*>::move_iterator(ape::Transform*) [532] ape::Transform&& std::forward<ape::Transform>(std::remove_reference<ape::Transform>::type&)
 [806] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >::allocate(unsigned long, void const*) [515] std::move_iterator<ape::Transform*>::operator++() [751] std::type_index&& std::forward<std::type_index&&>(std::remove_reference<std::type_index&&>::type&)
 [1313] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >::new_allocator() [354] std::move_iterator<ape::Sprite**>::move_iterator(ape::Sprite**) [423] ape::Sprite const& std::forward<ape::Sprite const&>(std::remove_reference<ape::Sprite const&>::type&)
 [1314] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::type_index const, int>, false> >::~new_allocator() [406] std::move_iterator<float*>::move_iterator(float*) [424] ape::Transform const& std::forward<ape::Transform const&>(std::remove_reference<ape::Transform const&>::type&)
 [807] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, false>*, unsigned long) [1416] std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::unordered_map() [175] ape::Sprite* const& std::forward<ape::Sprite* const&>(std::remove_reference<ape::Sprite* const&>::type&)
